work_order_id,failure_mode,action
WO-00423,lubrication_failure,Lubrication Service
WO-00424,motor_winding_failure,Motor Current Calibration
WO-00424,motor_winding_failure,Cooling System Check
WO-00424,motor_winding_failure,Motor Winding Repair Kit
WO-00424,motor_winding_failure,Insulation Test
WO-00425,cavitation,Suction Line Check
WO-00425,cavitation,Impeller Inspection
WO-00425,cavitation,Flow Rate Calibration
WO-00426,impeller_erosion,Impeller Replacement Kit
WO-00426,impeller_erosion,Flow Rate Calibration
WO-00426,impeller_erosion,Housing Inspection
WO-00427,rotor_imbalance,Vibration Analysis
WO-00427,rotor_imbalance,Bearing Inspection
WO-00428,lubrication_failure,Filter Replacement
WO-00428,lubrication_failure,Oil Sample Test
WO-00429,lubrication_failure,Filter Replacement
WO-00429,lubrication_failure,Oil Sample Test
WO-00429,lubrication_failure,Seal Inspection
WO-00430,bearing_wear,Alignment Check
WO-00430,bearing_wear,Lubrication Service
WO-00430,bearing_wear,Bearing Replacement Kit
WO-00430,bearing_wear,Oil Sample Test
WO-00431,motor_winding_failure,Insulation Test
WO-00431,motor_winding_failure,Cooling System Check
WO-00431,motor_winding_failure,Motor Current Calibration
WO-00432,shaft_misalignment,Vibration Analysis
WO-00432,shaft_misalignment,Coupling Inspection
WO-00432,shaft_misalignment,Alignment Check
WO-00432,shaft_misalignment,Shaft Repair Kit
WO-00433,rotor_imbalance,Rotor Balancing Kit
WO-00433,rotor_imbalance,Vibration Analysis
WO-00433,rotor_imbalance,Bearing Inspection
WO-00434,impeller_erosion,Housing Inspection
WO-00434,impeller_erosion,Impeller Replacement Kit
WO-00434,impeller_erosion,Flow Rate Calibration
WO-00435,shaft_misalignment,Shaft Repair Kit
WO-00435,shaft_misalignment,Vibration Analysis
WO-00435,shaft_misalignment,Coupling Inspection
WO-00435,shaft_misalignment,Alignment Check
WO-00436,shaft_misalignment,Coupling Inspection
WO-00436,shaft_misalignment,Vibration Analysis
WO-00437,rotor_imbalance,Vibration Analysis
WO-00437,rotor_imbalance,Bearing Inspection
WO-00438,shaft_misalignment,Coupling Inspection
WO-00438,shaft_misalignment,Vibration Analysis
WO-00438,shaft_misalignment,Shaft Repair Kit
WO-00438,shaft_misalignment,Alignment Check
WO-00439,motor_winding_failure,Cooling System Check
WO-00439,motor_winding_failure,Motor Winding Repair Kit
WO-00440,impeller_erosion,Housing Inspection
WO-00440,impeller_erosion,Impeller Replacement Kit
WO-00440,impeller_erosion,Flow Rate Calibration
WO-00441,seal_leakage,Seal Replacement Kit
WO-00441,seal_leakage,Gasket Kit
WO-00441,seal_leakage,Pressure Test
WO-00441,seal_leakage,Housing Inspection
WO-00442,lubrication_failure,Lubrication Service
WO-00442,lubrication_failure,Seal Inspection
WO-00442,lubrication_failure,Oil Sample Test
WO-00442,lubrication_failure,Filter Replacement
WO-00443,shaft_misalignment,Alignment Check
WO-00443,shaft_misalignment,Shaft Repair Kit
WO-00443,shaft_misalignment,Coupling Inspection
WO-00443,shaft_misalignment,Vibration Analysis
WO-00444,seal_leakage,Gasket Kit
WO-00444,seal_leakage,Seal Replacement Kit
WO-00444,seal_leakage,Housing Inspection
WO-00445,cavitation,Flow Rate Calibration
WO-00445,cavitation,Suction Line Check
WO-00445,cavitation,Pressure Test
WO-00446,shaft_misalignment,Coupling Inspection
WO-00446,shaft_misalignment,Vibration Analysis
WO-00446,shaft_misalignment,Shaft Repair Kit
WO-00446,shaft_misalignment,Alignment Check
WO-00447,rotor_imbalance,Bearing Inspection
WO-00447,rotor_imbalance,Rotor Balancing Kit
WO-00447,rotor_imbalance,Vibration Analysis
WO-00448,bearing_wear,Alignment Check
WO-00448,bearing_wear,Vibration Analysis
WO-00449,impeller_erosion,Impeller Replacement Kit
WO-00449,impeller_erosion,Housing Inspection
WO-00449,impeller_erosion,Flow Rate Calibration
WO-00450,cavitation,Pressure Test
WO-00450,cavitation,Impeller Inspection
WO-00451,shaft_misalignment,Shaft Repair Kit
WO-00451,shaft_misalignment,Vibration Analysis
WO-00452,bearing_wear,Lubrication Service
WO-00452,bearing_wear,Bearing Replacement Kit
WO-00452,bearing_wear,Vibration Analysis
WO-00453,bearing_wear,Oil Sample Test
WO-00453,bearing_wear,Bearing Replacement Kit
WO-00453,bearing_wear,Vibration Analysis
WO-00453,bearing_wear,Alignment Check
WO-00453,bearing_wear,Lubrication Service
WO-00454,motor_winding_failure,Insulation Test
WO-00454,motor_winding_failure,Motor Winding Repair Kit
WO-00455,rotor_imbalance,Rotor Balancing Kit
WO-00455,rotor_imbalance,Vibration Analysis
WO-00455,rotor_imbalance,Bearing Inspection
WO-00456,lubrication_failure,Oil Sample Test
WO-00456,lubrication_failure,Filter Replacement
WO-00456,lubrication_failure,Lubrication Service
WO-00457,impeller_erosion,Flow Rate Calibration
WO-00457,impeller_erosion,Impeller Replacement Kit
WO-00457,impeller_erosion,Housing Inspection
WO-00458,impeller_erosion,Impeller Replacement Kit
WO-00458,impeller_erosion,Flow Rate Calibration
WO-00458,impeller_erosion,Housing Inspection
WO-00459,cavitation,Flow Rate Calibration
WO-00459,cavitation,Suction Line Check
WO-00459,cavitation,Impeller Inspection
WO-00459,cavitation,Pressure Test
WO-00460,impeller_erosion,Housing Inspection
WO-00460,impeller_erosion,Flow Rate Calibration
WO-00461,lubrication_failure,Filter Replacement
WO-00461,lubrication_failure,Seal Inspection
WO-00462,rotor_imbalance,Rotor Balancing Kit
WO-00462,rotor_imbalance,Vibration Analysis
WO-00462,rotor_imbalance,Bearing Inspection
WO-00463,rotor_imbalance,Rotor Balancing Kit
WO-00463,rotor_imbalance,Vibration Analysis
WO-00463,rotor_imbalance,Bearing Inspection
WO-00464,cavitation,Impeller Inspection
WO-00464,cavitation,Suction Line Check
WO-00464,cavitation,Pressure Test
WO-00464,cavitation,Flow Rate Calibration
WO-00465,lubrication_failure,Filter Replacement
WO-00465,lubrication_failure,Oil Sample Test
WO-00466,bearing_wear,Lubrication Service
WO-00466,bearing_wear,Oil Sample Test
WO-00467,motor_winding_failure,Motor Current Calibration
WO-00467,motor_winding_failure,Insulation Test
WO-00468,bearing_wear,Lubrication Service
WO-00468,bearing_wear,Bearing Replacement Kit
WO-00468,bearing_wear,Alignment Check
WO-00469,motor_winding_failure,Insulation Test
WO-00469,motor_winding_failure,Cooling System Check
WO-00470,lubrication_failure,Filter Replacement
WO-00470,lubrication_failure,Oil Sample Test
WO-00470,lubrication_failure,Seal Inspection
WO-00470,lubrication_failure,Lubrication Service
WO-00471,cavitation,Pressure Test
WO-00471,cavitation,Suction Line Check
WO-00471,cavitation,Flow Rate Calibration
WO-00472,motor_winding_failure,Cooling System Check
WO-00472,motor_winding_failure,Insulation Test
WO-00473,lubrication_failure,Filter Replacement
WO-00473,lubrication_failure,Oil Sample Test
WO-00473,lubrication_failure,Lubrication Service
WO-00474,lubrication_failure,Oil Sample Test
WO-00474,lubrication_failure,Lubrication Service
WO-00474,lubrication_failure,Seal Inspection
WO-00474,lubrication_failure,Filter Replacement
WO-00475,seal_leakage,Gasket Kit
WO-00475,seal_leakage,Housing Inspection
WO-00476,lubrication_failure,Oil Sample Test
WO-00476,lubrication_failure,Seal Inspection
WO-00476,lubrication_failure,Filter Replacement
WO-00477,seal_leakage,Housing Inspection
WO-00477,seal_leakage,Gasket Kit
WO-00477,seal_leakage,Seal Replacement Kit
WO-00478,cavitation,Suction Line Check
WO-00478,cavitation,Pressure Test
WO-00479,motor_winding_failure,Motor Winding Repair Kit
WO-00479,motor_winding_failure,Motor Current Calibration
WO-00480,bearing_wear,Bearing Replacement Kit
WO-00480,bearing_wear,Oil Sample Test
WO-00481,impeller_erosion,Housing Inspection
WO-00481,impeller_erosion,Impeller Replacement Kit
WO-00482,shaft_misalignment,Coupling Inspection
WO-00482,shaft_misalignment,Alignment Check
WO-00482,shaft_misalignment,Vibration Analysis
WO-00482,shaft_misalignment,Shaft Repair Kit
WO-00483,cavitation,Flow Rate Calibration
WO-00483,cavitation,Pressure Test
WO-00484,motor_winding_failure,Motor Winding Repair Kit
WO-00484,motor_winding_failure,Motor Current Calibration
WO-00485,impeller_erosion,Impeller Replacement Kit
WO-00485,impeller_erosion,Flow Rate Calibration
WO-00486,seal_leakage,Housing Inspection
WO-00486,seal_leakage,Seal Replacement Kit
WO-00487,shaft_misalignment,Coupling Inspection
WO-00487,shaft_misalignment,Alignment Check
WO-00488,lubrication_failure,Filter Replacement
WO-00488,lubrication_failure,Oil Sample Test
WO-00488,lubrication_failure,Seal Inspection
WO-00488,lubrication_failure,Lubrication Service
WO-00489,shaft_misalignment,Shaft Repair Kit
WO-00489,shaft_misalignment,Coupling Inspection
WO-00489,shaft_misalignment,Alignment Check
WO-00490,lubrication_failure,Lubrication Service
WO-00490,lubrication_failure,Filter Replacement
WO-00490,lubrication_failure,Seal Inspection
WO-00491,shaft_misalignment,Shaft Repair Kit
WO-00491,shaft_misalignment,Coupling Inspection
WO-00491,shaft_misalignment,Vibration Analysis
WO-00492,bearing_wear,Lubrication Service
WO-00492,bearing_wear,Bearing Replacement Kit
WO-00493,motor_winding_failure,Motor Current Calibration
WO-00493,motor_winding_failure,Cooling System Check
WO-00493,motor_winding_failure,Motor Winding Repair Kit
WO-00494,bearing_wear,Lubrication Service
WO-00494,bearing_wear,Vibration Analysis
WO-00494,bearing_wear,Oil Sample Test
WO-00495,bearing_wear,Alignment Check
WO-00495,bearing_wear,Bearing Replacement Kit
WO-00496,rotor_imbalance,Rotor Balancing Kit
WO-00496,rotor_imbalance,Bearing Inspection
WO-00496,rotor_imbalance,Vibration Analysis
WO-00497,impeller_erosion,Flow Rate Calibration
WO-00497,impeller_erosion,Impeller Replacement Kit
WO-00498,lubrication_failure,Seal Inspection
WO-00498,lubrication_failure,Filter Replacement
WO-00498,lubrication_failure,Oil Sample Test
WO-00498,lubrication_failure,Lubrication Service
WO-00499,rotor_imbalance,Bearing Inspection
WO-00499,rotor_imbalance,Vibration Analysis
WO-00500,bearing_wear,Vibration Analysis
WO-00500,bearing_wear,Lubrication Service
